# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "0" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/rat/mRatBN7.2/Rattus_norvegicus.mRatBN7.2.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/05_counts/HISAT2_featureCounts/genes/powell_SRS6085261_CI1cue_hisat2_featurecounts_genes.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam
ENSRNOG00000066418	14	434183	441863	-	7681	0
ENSRNOG00000002262	14	9531339	9569273	-	37935	1216
ENSRNOG00000067919	14	9480630	9507946	-	27317	156
ENSRNOG00000065665	14	491245	496634	-	5390	0
ENSRNOG00000069726	14	9483921	9487806	-	3886	0
ENSRNOG00000057953	14	36693105	36805523	+	112419	54
ENSRNOG00000002271	14	35236041	35304678	-	68638	2063
ENSRNOG00000049351	14	76756077	76763411	-	7335	672
ENSRNOG00000062676	14	45397706	45408156	+	10451	0
ENSRNOG00000065688	14	13771651	13774085	-	2435	0
ENSRNOG00000040210	14	528236	541777	-	13542	1
ENSRNOG00000002270	14	9557425	9562506	+	5082	0
ENSRNOG00000064666	14	66954608	66988502	+	33895	0
ENSRNOG00000026150	14	35193446	35197382	-	3937	11
ENSRNOG00000004332	14	91177067	91344382	+	167316	776
ENSRNOG00000064628	14	35240152	35245740	+	5589	0
ENSRNOG00000043130	14	13790596	13793232	+	2637	0
ENSRNOG00000002320	14	36049004	36059617	+	10614	424
ENSRNOG00000065647	14	68276350	68315669	-	39320	62
ENSRNOG00000063974	14	81405769	81408785	-	3017	13
ENSRNOG00000063375	14	13803173	13805847	-	2675	0
ENSRNOG00000013039	14	76108654	76167182	-	58529	2987
ENSRNOG00000022857	14	91636157	91639831	+	3675	68
ENSRNOG00000002360	14	37396294	37635956	+	239663	4607
ENSRNOG00000026504	14	43275701	43346174	-	70474	195
ENSRNOG00000068878	14	15763404	15768179	-	4776	0
ENSRNOG00000066747	14	94560541	94568345	+	7805	17
ENSRNOG00000067111	14	13850057	13852806	-	2750	0
ENSRNOG00000002292	14	9615479	9633786	+	18308	2122
ENSRNOG00000067042	14	13915149	13917904	-	2756	0
ENSRNOG00000066624	14	94563775	94574801	-	11027	9
ENSRNOG00000013805	14	76228371	76275265	+	46895	463
ENSRNOG00000002039	14	1875647	2021678	+	146032	2689
ENSRNOG00000069393	14	13982411	13984658	-	2248	0
ENSRNOG00000030258	14	20169691	20173983	-	4293	3
ENSRNOG00000004865	14	83545469	83638498	-	93030	33
ENSRNOG00000062754	14	96634943	96684094	-	49152	1
ENSRNOG00000018475	14	78056297	78098793	+	42497	798
ENSRNOG00000067406	14	14013198	14015825	-	2628	0
ENSRNOG00000063444	14	14029642	14032289	+	2648	0
ENSRNOG00000002302	14	35681304	35909503	+	228200	8
ENSRNOG00000013832	14	76256161	76382514	-	126354	3979
ENSRNOG00000063702	14	97200120	97232832	-	32713	0
ENSRNOG00000059285	14	22247475	22247636	-	162	0
ENSRNOG00000065321	14	23572712	23572874	+	163	0
ENSRNOG00000046931	14	14045206	14047856	-	2651	0
ENSRNOG00000063004	14	50330071	50330177	-	107	0
ENSRNOG00000002251	14	9214349	9269273	+	54925	933
ENSRNOG00000056604	14	86618314	86618460	-	147	0
ENSRNOG00000068590	14	85984801	85984933	-	133	0
ENSRNOG00000071149	14	87327771	87327909	-	139	0
ENSRNOG00000060641	14	87312263	87312390	-	128	0
ENSRNOG00000065680	14	14058525	14061218	+	2694	0
ENSRNOG00000068623	14	1875673	1899932	+	24260	0
ENSRNOG00000063388	14	1916845	1917416	-	572	0
ENSRNOG00000067003	14	14122555	14131850	+	9296	1
ENSRNOG00000002318	14	41114803	41425191	-	310389	6933
ENSRNOG00000067972	14	145925	184830	-	38906	181
ENSRNOG00000013930	14	76401299	76422566	-	21268	1331
ENSRNOG00000018590	14	78103876	78119953	-	16078	350
ENSRNOG00000006185	14	92299553	92314104	-	14552	212
ENSRNOG00000063585	14	14165928	14168560	+	2633	0
ENSRNOG00000024207	14	1009786	1021928	-	12143	48
ENSRNOG00000069538	14	35795789	35796515	-	727	0
ENSRNOG00000058434	14	76410555	76468125	-	57571	612
ENSRNOG00000055083	14	20250257	20264609	-	14353	4
ENSRNOG00000002312	14	35912141	36012564	-	100424	514
ENSRNOG00000037162	14	77071632	77081906	+	10275	147
ENSRNOG00000023533	14	1772422	1843743	+	71322	1025
ENSRNOG00000004281	14	86828139	87060800	-	232662	6803
ENSRNOG00000037421	14	5033734	5048756	-	15023	219
ENSRNOG00000055471	14	77696333	77705741	-	9409	3148
ENSRNOG00000002349	14	37097279	37228944	+	131666	13880
ENSRNOG00000056162	14	73969003	74004281	+	35279	1883
ENSRNOG00000023529	14	1843770	1850290	-	6521	2399
ENSRNOG00000002121	14	4029473	4135877	-	106405	893
ENSRNOG00000002843	14	17310426	17313093	-	2668	0
ENSRNOG00000009313	14	75651376	75665414	+	14039	1125
ENSRNOG00000001950	14	20096899	20099181	-	2283	0
ENSRNOG00000005105	14	83710140	83735830	-	25691	0
ENSRNOG00000002035	14	12462563	12479994	+	17432	497
ENSRNOG00000023430	14	20097194	20111700	-	14507	15
ENSRNOG00000037632	14	83748478	83767435	+	18958	0
ENSRNOG00000029397	14	12107020	12128473	+	21454	8
ENSRNOG00000002889	14	17573412	17591480	-	18069	1
ENSRNOG00000017259	14	77051215	77065219	-	14005	28
ENSRNOG00000002031	14	12183651	12193686	+	10036	1
ENSRNOG00000024545	14	1501784	1607711	-	105928	396
ENSRNOG00000010996	14	19332459	19365845	-	33387	1055
ENSRNOG00000002040	14	12484729	12579134	-	94406	2414
ENSRNOG00000005393	14	94733579	94838313	+	104735	1060
ENSRNOG00000002117	14	3340465	3345353	+	4889	1
ENSRNOG00000017548	14	77090723	77124395	+	33673	204
ENSRNOG00000063749	14	14458467	14461102	+	2636	0
ENSRNOG00000018144	14	77732297	77862794	-	130498	1145
ENSRNOG00000000073	14	1607819	1628426	+	20608	1052
ENSRNOG00000017329	14	77065841	77070865	+	5025	139
ENSRNOG00000002301	14	15866638	15932171	-	65534	1930
ENSRNOG00000002381	14	10712489	10737153	-	24665	6
ENSRNOG00000002246	14	40816290	40870929	-	54640	2979
ENSRNOG00000007025	14	73367963	73454516	-	86554	67
ENSRNOG00000002093	14	2489397	2663341	+	173945	1164
ENSRNOG00000004327	14	86378685	86469208	-	90524	292
ENSRNOG00000001942	14	19783816	19788492	-	4677	5
ENSRNOG00000000075	14	1640746	1683524	-	42779	1206
ENSRNOG00000066731	14	36069786	36070125	-	340	150
ENSRNOG00000063633	14	14660677	14663351	+	2675	0
ENSRNOG00000016818	14	76987993	77003341	-	15349	192
ENSRNOG00000002327	14	36080393	36548948	-	468556	23796
ENSRNOG00000001945	14	19851232	19857697	-	6466	14
ENSRNOG00000065981	14	19901538	19905940	-	4403	9
ENSRNOG00000002336	14	36590782	36665844	+	75063	9014
ENSRNOG00000003606	14	19525558	19526016	+	459	17
ENSRNOG00000066636	14	21006534	21007300	-	767	0
ENSRNOG00000030665	14	85307260	85349251	-	41992	0
ENSRNOG00000068764	14	21006538	21007310	+	773	0
ENSRNOG00000002070	14	13300522	13359721	-	59200	1335
ENSRNOG00000042340	14	5197003	5235453	-	38451	2476
ENSRNOG00000002163	14	43474767	43497209	-	22443	525
ENSRNOG00000063582	14	22414838	22415965	+	1128	0
ENSRNOG00000062941	14	26019173	26019331	+	159	0
ENSRNOG00000005464	14	94996990	95004980	-	7991	878
ENSRNOG00000024829	14	30005174	30006050	+	877	0
ENSRNOG00000068757	14	34312988	34313221	+	234	0
ENSRNOG00000063124	14	37813238	37813477	-	240	0
ENSRNOG00000004888	14	94148837	94249162	+	100326	1505
ENSRNOG00000002932	14	43042478	43106288	-	63811	1068
ENSRNOG00000065993	14	41069829	41070086	+	258	0
ENSRNOG00000013747	14	76176101	76213251	-	37151	77
ENSRNOG00000002105	14	2804661	2824778	-	20118	190
ENSRNOG00000056900	14	39188096	39188260	-	165	0
ENSRNOG00000029461	14	42045775	42046206	+	432	0
ENSRNOG00000033214	14	42045778	42046170	-	393	0
ENSRNOG00000031052	14	42745272	42745703	-	432	1
ENSRNOG00000032160	14	42594039	42594665	-	627	0
ENSRNOG00000065000	14	4227832	4315249	-	87418	1717
ENSRNOG00000043048	14	4974897	4978912	+	4016	90
ENSRNOG00000002161	14	43362164	43375685	+	13522	25
ENSRNOG00000004606	14	93155419	93294265	-	138847	1378
ENSRNOG00000027791	14	51301168	51301633	+	466	10
ENSRNOG00000016427	14	76942729	76984904	+	42176	1164
ENSRNOG00000000081	14	11541772	11682094	+	140323	119
ENSRNOG00000067114	14	56566496	56566753	+	258	0
ENSRNOG00000002167	14	5528431	5539323	-	10893	8
ENSRNOG00000067336	14	51459518	51460471	-	954	0
ENSRNOG00000063351	14	49149580	49150176	-	597	0
ENSRNOG00000038722	14	43384932	43397125	+	12194	2
ENSRNOG00000064182	14	78359888	78360411	+	524	0
ENSRNOG00000053017	14	9644582	9681205	-	36624	121
ENSRNOG00000055911	14	57632408	57633040	-	633	0
ENSRNOG00000002158	14	5439829	5452693	-	12865	10
ENSRNOG00000025121	14	78368105	78373913	+	5809	20
ENSRNOG00000067138	14	43406217	43413917	+	7701	6
ENSRNOG00000048944	14	61233269	61233688	-	420	0
ENSRNOG00000004959	14	94296443	94340524	-	44082	9119
ENSRNOG00000026046	14	67166530	67168080	-	1551	0
ENSRNOG00000005077	14	67719052	67719919	+	868	6
ENSRNOG00000019361	14	78374161	78385326	-	11166	156
ENSRNOG00000029107	14	69045641	69046640	+	1000	0
ENSRNOG00000062595	14	68332558	68333205	+	648	0
ENSRNOG00000002855	14	42966324	43041370	+	75047	971
ENSRNOG00000051648	14	94348400	94352182	+	3783	0
ENSRNOG00000064268	14	68341045	68341521	+	477	0
ENSRNOG00000023299	14	2856599	2939238	+	82640	2438
ENSRNOG00000038427	14	73564447	73679357	-	114911	1398
ENSRNOG00000033640	14	69457383	69457859	-	477	0
ENSRNOG00000070133	14	94350859	94351251	-	393	0
ENSRNOG00000005338	14	72489347	72490774	-	1428	4
ENSRNOG00000069654	14	60030448	60030603	-	156	0
ENSRNOG00000009299	14	75471143	75472846	-	1704	160
ENSRNOG00000062938	14	74204714	74204929	-	216	0
ENSRNOG00000008182	14	75068917	75097315	+	28399	20
ENSRNOG00000002177	14	38520705	38538713	+	18009	708
ENSRNOG00000030162	14	75784145	75784552	+	408	0
ENSRNOG00000054224	14	74043015	74044531	+	1517	81
ENSRNOG00000004998	14	73632428	73713993	-	81566	712
ENSRNOG00000063344	14	44286727	44287098	-	372	0
ENSRNOG00000006845	14	74544646	74547206	-	2561	0
ENSRNOG00000045749	14	77863571	77863729	+	159	1
ENSRNOG00000064262	14	78528404	78528835	-	432	0
ENSRNOG00000004992	14	94415275	94448248	+	32974	1097
ENSRNOG00000008474	14	75094676	75176205	-	81530	473
ENSRNOG00000069265	14	81336448	81351432	-	14985	0
ENSRNOG00000007033	14	74371415	74735943	+	364529	1522
ENSRNOG00000002207	14	38537953	38557331	-	19379	675
ENSRNOG00000061438	14	81356642	81357364	-	723	0
ENSRNOG00000058513	14	81584160	81584897	-	738	0
ENSRNOG00000047761	14	3941958	3980384	-	38427	784
ENSRNOG00000061615	14	83371636	83371941	+	306	0
ENSRNOG00000065022	14	76768146	76773575	-	5430	90
ENSRNOG00000008898	14	75182029	75200147	+	18119	129
ENSRNOG00000029052	14	94937482	94937815	+	334	1
ENSRNOG00000042277	14	95018011	95018409	-	399	0
ENSRNOG00000033686	14	94400027	94400239	+	213	0
ENSRNOG00000004640	14	78968442	78972274	-	3833	12
ENSRNOG00000033346	14	96607468	96610775	+	3308	0
ENSRNOG00000027623	14	74094488	74159326	+	64839	2602
ENSRNOG00000071093	14	97294775	97295480	-	706	0
ENSRNOG00000052764	14	103351386	103351706	-	321	0
ENSRNOG00000028222	14	104452951	104453541	-	591	0
ENSRNOG00000004672	14	78973808	78993788	-	19981	457
ENSRNOG00000002191	14	44387393	44478041	-	90649	826
ENSRNOG00000015033	14	76561774	76576221	+	14448	331
ENSRNOG00000004940	14	79006688	79013091	+	6404	157
ENSRNOG00000027282	14	94449055	94470517	-	21463	801
ENSRNOG00000015474	14	76808870	76832994	+	24125	658
ENSRNOG00000005147	14	79014925	79031671	-	16747	22
ENSRNOG00000069481	14	5124353	5177184	-	52832	138
ENSRNOG00000006329	14	95254589	95308285	+	53697	2729
ENSRNOG00000059061	14	79566157	79569003	-	2847	91
ENSRNOG00000005218	14	79031394	79052144	+	20751	649
ENSRNOG00000026518	14	43223381	43252449	+	29069	27
ENSRNOG00000038140	14	76835637	76913641	-	78005	1947
ENSRNOG00000008103	14	95630306	95645925	-	15620	5032
ENSRNOG00000002146	14	5237135	5280825	-	43691	953
ENSRNOG00000007849	14	79568758	79599594	+	30837	69
ENSRNOG00000002142	14	7820351	7882681	-	62331	279
ENSRNOG00000034289	14	6365869	6366261	+	393	0
ENSRNOG00000050982	14	6567733	6568056	-	324	0
ENSRNOG00000070225	14	3186675	3186983	-	309	0
ENSRNOG00000064135	14	40634149	40634459	+	311	2
ENSRNOG00000033575	14	80000486	80043620	-	43135	201
ENSRNOG00000031928	14	251075	256677	-	5603	0
ENSRNOG00000067394	14	40710000	40711705	-	1706	0
ENSRNOG00000066410	14	599023	599232	-	210	0
ENSRNOG00000054331	14	95646038	95977113	+	331076	988
ENSRNOG00000069005	14	76580546	76752463	+	171918	1249
ENSRNOG00000053303	14	40753077	40783504	+	30428	76
ENSRNOG00000057703	14	79598827	79609240	-	10414	20
ENSRNOG00000062367	14	40809504	40809813	-	310	1
ENSRNOG00000002225	14	15558236	15609813	+	51578	1187
ENSRNOG00000071057	14	8844492	8844998	-	507	0
ENSRNOG00000065081	14	96082151	96089086	-	6936	7
ENSRNOG00000006394	14	79055432	79083600	+	28169	171
ENSRNOG00000002200	14	8984410	8986166	+	1757	0
ENSRNOG00000058316	14	82286939	82289374	-	2436	4
ENSRNOG00000006740	14	79086136	79090548	+	4413	20
ENSRNOG00000064883	14	2825319	2825558	+	240	0
ENSRNOG00000002061	14	6108211	6282563	-	174353	545
ENSRNOG00000005248	14	94529084	94560418	-	31335	387
ENSRNOG00000002202	14	15029395	15031698	+	2304	2
ENSRNOG00000002247	14	15617679	15636028	+	18350	195
ENSRNOG00000019325	14	78292516	78329864	-	37349	426
ENSRNOG00000059624	14	78776373	78776700	+	328	0
ENSRNOG00000003599	14	19515669	19517396	-	1728	260
ENSRNOG00000063484	14	78521313	78526885	-	5573	259
ENSRNOG00000051135	14	78522506	78526927	-	4422	0
ENSRNOG00000048891	14	77869799	77936521	+	66723	3070
ENSRNOG00000002180	14	43935636	44136499	-	200864	758
ENSRNOG00000008917	14	96093327	96345332	-	252006	3896
ENSRNOG00000019624	14	78527009	78571343	+	44335	1043
ENSRNOG00000024390	14	79104344	79108313	+	3970	1
ENSRNOG00000011847	14	76006218	76080693	-	74476	1651
ENSRNOG00000002042	14	2042434	2051814	+	9381	0
ENSRNOG00000002075	14	13411281	13498203	+	86923	3597
ENSRNOG00000010706	14	80400294	80409659	-	9366	178
ENSRNOG00000039989	14	43707383	43707970	-	588	0
ENSRNOG00000009040	14	79950555	79961438	-	10884	149
ENSRNOG00000064381	14	4493262	4533306	-	40045	40
ENSRNOG00000002408	14	42154142	42189431	+	35290	22
ENSRNOG00000008951	14	79954398	79956468	+	2071	0
ENSRNOG00000005411	14	94871429	94925376	-	53948	2132
ENSRNOG00000033251	14	45396213	45398330	-	2118	0
ENSRNOG00000065003	14	4545223	4585347	-	40125	78
ENSRNOG00000050580	14	89108572	89109408	+	837	0
ENSRNOG00000019645	14	78585089	78746786	-	161698	1951
ENSRNOG00000012147	14	76080793	76102453	+	21661	215
ENSRNOG00000015093	14	5632569	5663865	+	31297	5537
ENSRNOG00000054437	14	97695161	97720892	-	25732	217
ENSRNOG00000061121	14	7606628	7810482	+	203855	7524
ENSRNOG00000027152	14	42409510	42483960	-	74451	1069
ENSRNOG00000065408	14	96067533	96074122	-	6590	0
ENSRNOG00000002134	14	4663614	4678985	-	15372	0
ENSRNOG00000005524	14	91609233	91618324	-	9092	169
ENSRNOG00000068954	14	42472212	42479156	-	6945	0
ENSRNOG00000002484	14	42235226	42242192	-	6967	0
ENSRNOG00000005982	14	91660989	91672852	+	11864	382
ENSRNOG00000070747	14	43141243	43143223	-	1981	14
ENSRNOG00000061231	14	78395826	78398429	+	2604	26
ENSRNOG00000009437	14	79965368	79994544	-	29177	2338
ENSRNOG00000066766	14	4692271	4708839	+	16569	4
ENSRNOG00000002073	14	2387796	2445842	-	58047	515
ENSRNOG00000054669	14	97516413	97581346	-	64934	1886
ENSRNOG00000067007	14	4704512	4705318	-	807	0
ENSRNOG00000070530	14	379128	380018	+	891	0
ENSRNOG00000027032	14	79994158	80000175	+	6018	29
ENSRNOG00000008421	14	43144257	43184238	-	39982	2423
ENSRNOG00000062465	14	97517407	97518328	+	922	0
ENSRNOG00000069246	14	4844218	4892194	+	47977	151
ENSRNOG00000009281	14	96880463	96984501	-	104039	1713
ENSRNOG00000002212	14	5752132	5768166	+	16035	125
ENSRNOG00000049446	14	4869196	4938277	-	69082	596
ENSRNOG00000019451	14	78397778	78420886	-	23109	47
ENSRNOG00000009267	14	96806664	96835273	-	28610	543
ENSRNOG00000022631	14	11325334	11345997	-	20664	11
ENSRNOG00000000064	14	1319868	1321013	+	1146	77
ENSRNOG00000051929	14	41066264	41068978	+	2715	0
ENSRNOG00000064533	14	14704347	14705688	+	1342	0
ENSRNOG00000026134	14	45878685	45880763	-	2079	0
ENSRNOG00000007120	14	79340513	79461041	-	120529	2760
ENSRNOG00000002214	14	5807907	5853294	+	45388	703
ENSRNOG00000002089	14	14804322	14812830	-	8509	315
ENSRNOG00000024899	14	13608902	13613933	-	5032	1
ENSRNOG00000002343	14	41485031	41495590	-	10560	5800
ENSRNOG00000002004	14	11404407	11410993	-	6587	12
ENSRNOG00000070774	14	4730453	4839244	+	108792	0
ENSRNOG00000009639	14	96972580	96978891	+	6312	0
ENSRNOG00000002771	14	17027287	17041062	-	13776	1
ENSRNOG00000002643	14	42848854	42872354	+	23501	556
ENSRNOG00000066604	14	5823583	5824421	-	839	0
ENSRNOG00000022242	14	15722908	15728435	+	5528	0
ENSRNOG00000007125	14	95378012	95455857	+	77846	2291
ENSRNOG00000002759	14	42876699	42893783	-	17085	176
ENSRNOG00000062477	14	14510526	14512848	+	2323	0
ENSRNOG00000059582	14	16073058	16080129	-	7072	17
ENSRNOG00000005113	14	77296796	77300036	+	3241	0
ENSRNOG00000026716	14	42893942	42897136	+	3195	1250
ENSRNOG00000058724	14	16101312	16113448	-	12137	281
ENSRNOG00000008079	14	95456330	95496830	-	40501	1010
ENSRNOG00000002834	14	42899510	42950799	-	51290	99
ENSRNOG00000068418	14	4730453	4839062	+	108610	0
ENSRNOG00000002546	14	16113224	16129167	+	15944	572
ENSRNOG00000067728	14	14420441	14423091	+	2651	0
ENSRNOG00000017775	14	77553843	77618547	-	64705	0
ENSRNOG00000002192	14	44303009	44378500	+	75492	101
ENSRNOG00000062888	14	99509822	99645265	-	135444	2231
ENSRNOG00000010298	14	80390643	80395693	+	5051	348
ENSRNOG00000062749	14	14585574	14591723	+	6150	0
ENSRNOG00000051837	14	44482287	44670299	-	188013	755
ENSRNOG00000069779	14	14569151	14573817	-	4667	0
ENSRNOG00000065159	14	50506835	50507808	-	974	0
ENSRNOG00000009935	14	97233270	97275498	+	42229	1369
ENSRNOG00000064890	14	46603666	46604536	-	871	2
ENSRNOG00000008456	14	79758917	79792718	+	33802	554
ENSRNOG00000002433	14	15987417	16020548	+	33132	3307
ENSRNOG00000002232	14	5863961	6024729	-	160769	427
ENSRNOG00000056826	14	46718760	46917154	+	198395	5544
ENSRNOG00000004515	14	78850709	78867134	+	16426	217
ENSRNOG00000002506	14	16028363	16063252	+	34890	1266
ENSRNOG00000004555	14	78912750	78956099	+	43350	3
ENSRNOG00000064777	14	75835380	75844183	-	8804	41
ENSRNOG00000002194	14	8941461	8960891	+	19431	293
ENSRNOG00000063717	14	41557972	41877495	+	319524	4919
ENSRNOG00000002829	14	17302326	17303130	-	805	0
ENSRNOG00000005397	14	77357264	77390671	-	33408	677
ENSRNOG00000063361	14	14576818	14579328	-	2511	0
ENSRNOG00000049782	14	89172	103128	-	13957	136
ENSRNOG00000060245	14	6058581	6065847	+	7267	0
ENSRNOG00000014874	14	76468424	76554039	+	85616	2105
ENSRNOG00000051889	14	97286018	97476376	+	190359	10462
ENSRNOG00000002579	14	16468459	16577314	-	108856	835
ENSRNOG00000049270	14	89176	95750	-	6575	0
ENSRNOG00000002956	14	56878645	57004179	-	125535	2497
ENSRNOG00000012184	14	80594633	80619888	-	25256	660
ENSRNOG00000002782	14	17076774	17084806	-	8033	0
ENSRNOG00000049828	14	103939	108642	+	4704	16
ENSRNOG00000067305	14	80160278	80313485	-	153208	2793
ENSRNOG00000069417	14	126161	128293	-	2133	11
ENSRNOG00000067702	14	3188224	3188382	-	159	2
ENSRNOG00000002159	14	8714373	8766490	-	52118	76
ENSRNOG00000003003	14	57084311	57200202	-	115892	2212
ENSRNOG00000008716	14	79830362	79840351	-	9990	341
ENSRNOG00000002188	14	8896593	8937010	+	40418	25
ENSRNOG00000021347	14	17089952	17170112	-	80161	205
ENSRNOG00000070232	14	8916368	8917014	+	647	0
ENSRNOG00000002168	14	5565629	5571672	-	6044	0
ENSRNOG00000056767	14	80451738	80516513	+	64776	1
ENSRNOG00000002792	14	17181062	17183075	-	2014	0
ENSRNOG00000025494	14	41879293	41934949	-	55657	1176
ENSRNOG00000071170	14	1406798	1433187	-	26390	481
ENSRNOG00000002802	14	17193365	17195215	-	1851	0
ENSRNOG00000065472	14	47470968	47472050	+	1083	0
ENSRNOG00000030988	14	80538906	80540358	-	1453	0
ENSRNOG00000002185	14	44164425	44199967	-	35543	266
ENSRNOG00000002273	14	15777306	15796410	+	19105	38
ENSRNOG00000000062	14	1233947	1291793	-	57847	1257
ENSRNOG00000043124	14	57292397	57300747	+	8351	3
ENSRNOG00000069799	14	80564771	80565493	-	723	1
ENSRNOG00000028043	14	17270146	17289511	-	19366	1
ENSRNOG00000070238	14	54768446	54770420	+	1975	0
ENSRNOG00000023937	14	1305680	1314132	+	8453	0
ENSRNOG00000054896	14	97603539	97621262	-	17724	347
ENSRNOG00000004280	14	78813343	78828489	-	15147	275
ENSRNOG00000002149	14	7969756	7976681	+	6926	1
ENSRNOG00000028015	14	17298308	17299365	-	1058	0
ENSRNOG00000054151	14	97621391	97684046	+	62656	1268
ENSRNOG00000004626	14	57910480	57930436	-	19957	0
ENSRNOG00000002112	14	3105178	3179940	+	74763	3750
ENSRNOG00000009220	14	96518793	96524233	+	5441	36
ENSRNOG00000049955	14	81071451	81091113	-	19663	2
ENSRNOG00000052142	14	97476817	97485657	-	8841	498
ENSRNOG00000051590	14	97493658	97496679	-	3022	1
ENSRNOG00000002053	14	12793599	13200726	-	407128	7076
ENSRNOG00000066359	14	98025965	98031937	-	5973	36
ENSRNOG00000013647	14	80706345	80717086	-	10742	52
ENSRNOG00000046327	14	57338507	57523353	-	184847	1675
ENSRNOG00000055372	14	81317035	81317336	+	302	0
ENSRNOG00000007049	14	98030461	98124180	+	93720	2205
ENSRNOG00000002079	14	6497707	6786201	+	288495	10930
ENSRNOG00000004932	14	57775501	57882644	+	107144	387
ENSRNOG00000005130	14	81150091	81217479	+	67389	2055
ENSRNOG00000023650	14	9078576	9108887	-	30312	859
ENSRNOG00000064097	14	101092526	101094482	-	1957	0
ENSRNOG00000006261	14	97827712	97861024	-	33313	1011
ENSRNOG00000013720	14	80738892	80748877	+	9986	17
ENSRNOG00000063828	14	52475610	52902051	-	426442	17959
ENSRNOG00000027249	14	100248875	100314255	+	65381	582
ENSRNOG00000058991	14	98002441	98011454	-	9014	8
ENSRNOG00000002182	14	14844580	14990853	-	146274	2131
ENSRNOG00000014098	14	80748974	80755160	-	6187	59
ENSRNOG00000012367	14	52896210	52932506	+	36297	18
ENSRNOG00000007864	14	100313601	100434527	-	120927	290
ENSRNOG00000066201	14	58415965	58443407	+	27443	148
ENSRNOG00000037865	14	79214998	79299910	-	84913	2
ENSRNOG00000024634	14	60574976	60721653	-	146678	3
ENSRNOG00000068459	14	6679295	6680432	-	1138	0
ENSRNOG00000011979	14	80584673	80588871	-	4199	128
ENSRNOG00000004057	14	103103513	103252368	+	148856	12702
ENSRNOG00000055015	14	59725079	59759695	+	34617	4
ENSRNOG00000056944	14	6800631	7183823	-	383193	991
ENSRNOG00000004145	14	103257979	103260248	-	2270	50
ENSRNOG00000024454	14	58509811	58604696	+	94886	932
ENSRNOG00000002186	14	5675382	5693142	-	17761	216
ENSRNOG00000004161	14	103270039	103285728	+	15690	635
ENSRNOG00000002210	14	5711964	5743161	+	31198	302
ENSRNOG00000002203	14	9130336	9187790	+	57455	632
ENSRNOG00000051487	14	80084403	80147516	-	63114	601
ENSRNOG00000009240	14	96564646	96565930	+	1285	0
ENSRNOG00000004426	14	103285734	103288011	-	2278	297
ENSRNOG00000064588	14	58604197	58604742	+	546	1
ENSRNOG00000014409	14	80779776	80783244	-	3469	0
ENSRNOG00000004456	14	103288134	103328715	+	40582	35
ENSRNOG00000004130	14	58125995	58157770	-	31776	928
ENSRNOG00000002878	14	17531024	17563870	-	32847	3
ENSRNOG00000061527	14	80785060	80826995	-	41936	5
ENSRNOG00000003374	14	102129029	102359058	-	230030	4141
ENSRNOG00000023484	14	2109053	2187350	-	78298	1387
ENSRNOG00000029004	14	18821124	18839758	-	18635	12
ENSRNOG00000068270	14	64313474	64314327	-	854	0
ENSRNOG00000002125	14	14879717	14902510	+	22794	0
ENSRNOG00000049244	14	58311499	58341740	+	30242	776
ENSRNOG00000042419	14	104201895	104371386	-	169492	3915
ENSRNOG00000005016	14	81125053	81129631	-	4579	372
ENSRNOG00000002204	14	15411163	15468581	+	57419	70
ENSRNOG00000003844	14	58787127	58825088	+	37962	2449
ENSRNOG00000006356	14	104145818	104178973	-	33156	299
ENSRNOG00000002054	14	2187642	2230420	+	42779	1507
ENSRNOG00000003600	14	102877553	102908696	+	31144	1969
ENSRNOG00000003289	14	65608376	65627359	-	18984	959
ENSRNOG00000008786	14	79879533	79930778	+	51246	871
ENSRNOG00000047876	14	2231451	2270782	-	39332	198
ENSRNOG00000003712	14	102917443	103068192	+	150750	3491
ENSRNOG00000023446	14	2266454	2334393	-	67940	1023
ENSRNOG00000002218	14	15469582	15477443	-	7862	4
ENSRNOG00000003901	14	102966001	102991555	-	25555	0
ENSRNOG00000003787	14	65271135	65404174	+	133040	5616
ENSRNOG00000055849	14	2281526	2342022	-	60497	13
ENSRNOG00000002208	14	15099423	15396915	-	297493	61
ENSRNOG00000060825	14	81418236	81464116	+	45881	561
ENSRNOG00000005434	14	103842684	104008507	-	165824	17856
ENSRNOG00000023389	14	2340248	2373022	-	32775	345
ENSRNOG00000038572	14	65404163	65432902	-	28740	675
ENSRNOG00000002361	14	10559882	10666888	+	107007	720
ENSRNOG00000066757	14	104801703	104802086	-	384	11
ENSRNOG00000069412	14	65774228	65774657	-	430	0
ENSRNOG00000053875	14	81465299	81473781	-	8483	466
ENSRNOG00000003704	14	65475489	65591388	+	115900	1973
ENSRNOG00000064595	14	576045	576944	-	900	0
ENSRNOG00000032471	14	104611010	104788028	+	177019	1407
