# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/mouse/GRCm39/Mus_musculus.GRCm39.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/walker/05_counts/HISAT2_featureCounts/genes/walker_SRS2926558_S30sal_hisat2_featurecounts_genes_s2.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/walker/04_processing/HISAT2/sorted_bams/walker_SRS2926558_S30sal_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/walker/04_processing/HISAT2/sorted_bams/walker_SRS2926558_S30sal_hisat2_trim_sort.bam
ENSMUSG00000101681	Y	33695556	33697834	-	2279	0
ENSMUSG00000099438	Y	70791975	70792670	-	696	0
ENSMUSG00000101870	Y	33983534	33984229	-	696	0
ENSMUSG00000101472	Y	34019043	34019570	+	528	0
ENSMUSG00000101407	Y	34041726	34044090	+	2365	0
ENSMUSG00000099500	Y	34081254	34081781	+	528	0
ENSMUSG00000101786	Y	70813597	70823874	-	10278	0
ENSMUSG00000100097	Y	34104200	34106563	+	2364	0
ENSMUSG00000099806	Y	70858526	70859220	-	695	0
ENSMUSG00000101474	Y	34141780	34142307	+	528	0
ENSMUSG00000099704	Y	70901967	70905206	+	3240	0
ENSMUSG00000101383	Y	70970640	70995300	+	24661	0
ENSMUSG00000099737	Y	34164715	34167078	+	2364	0
ENSMUSG00000099914	Y	71055755	71056450	-	696	0
ENSMUSG00000101417	Y	34240427	34271956	+	31530	0
ENSMUSG00000101654	Y	34290974	34291420	+	447	0
ENSMUSG00000099369	Y	71092740	71093054	-	315	0
ENSMUSG00000101808	Y	34366261	34369610	+	3350	0
ENSMUSG00000101893	Y	71094465	71097812	-	3348	0
ENSMUSG00000099910	Y	34375474	34376170	+	697	0
ENSMUSG00000100442	Y	71234579	71235274	-	696	0
ENSMUSG00000101518	Y	71309226	71309918	-	693	0
ENSMUSG00000099818	Y	34412574	34413188	+	615	0
ENSMUSG00000100500	Y	34424335	34425874	-	1540	0
ENSMUSG00000100677	Y	34442179	34442871	+	693	0
ENSMUSG00000100171	Y	34517079	34517771	+	693	0
ENSMUSG00000101374	Y	71330738	71341069	-	10332	0
ENSMUSG00000101255	Y	71375583	71376278	-	696	0
ENSMUSG00000099463	Y	34625479	34628719	-	3241	0
ENSMUSG00000101713	Y	71418519	71421758	+	3240	0
ENSMUSG00000100745	Y	34660686	34664033	+	3348	0
ENSMUSG00000101341	Y	34669893	34670589	+	697	0
ENSMUSG00000099531	Y	71480718	71506901	+	26184	0
ENSMUSG00000100193	Y	34706715	34707329	+	615	0
ENSMUSG00000100008	Y	71604178	71604492	-	315	0
ENSMUSG00000099651	Y	34718477	34720020	-	1544	0
ENSMUSG00000101134	Y	71637507	71647904	-	10398	0
ENSMUSG00000101787	Y	34736471	34737163	+	693	0
ENSMUSG00000100537	Y	71641232	71644471	+	3240	0
ENSMUSG00000101043	Y	34811137	34811832	+	696	0
ENSMUSG00000100535	Y	71703312	71729495	+	26184	0
ENSMUSG00000099390	Y	34919203	34922440	-	3238	0
ENSMUSG00000099738	Y	71791138	71791833	-	696	0
ENSMUSG00000100422	Y	34954443	34957786	+	3344	0
ENSMUSG00000101988	Y	71828169	71828480	-	312	0
ENSMUSG00000100385	Y	34959198	34959512	+	315	0
ENSMUSG00000101336	Y	71975876	71976328	-	453	0
ENSMUSG00000100064	Y	34995732	34996427	+	696	0
ENSMUSG00000101593	Y	72050266	72050961	-	696	0
ENSMUSG00000095793	Y	35061029	35087178	-	26150	0
ENSMUSG00000101444	Y	72071411	72082081	-	10671	0
ENSMUSG00000099733	Y	72114660	72115355	-	696	0
ENSMUSG00000101339	Y	72133792	72134106	+	315	0
ENSMUSG00000101626	Y	35146091	35149331	-	3241	0
ENSMUSG00000099731	Y	72170260	72170955	+	696	0
ENSMUSG00000101091	Y	35181234	35184581	+	3348	0
ENSMUSG00000100229	Y	35190684	35191379	+	696	0
ENSMUSG00000101691	Y	35227068	35227682	+	615	0
ENSMUSG00000100540	Y	35256599	35257294	+	696	0
ENSMUSG00000100244	Y	35305688	35306383	+	696	0
ENSMUSG00000096902	Y	72232132	72258387	-	26256	0
ENSMUSG00000100694	Y	72283195	72286433	+	3239	0
ENSMUSG00000099799	Y	35413791	35417030	-	3240	0
ENSMUSG00000099999	Y	35458410	35459105	+	696	0
ENSMUSG00000101844	Y	72393863	72394516	-	654	0
ENSMUSG00000101806	Y	35495302	35495916	+	615	0
ENSMUSG00000101632	Y	35507028	35508611	-	1584	0
ENSMUSG00000099525	Y	35524827	35525504	+	678	0
ENSMUSG00000100749	Y	35599518	35600213	+	696	0
ENSMUSG00000099963	Y	35717131	35720360	-	3230	0
ENSMUSG00000100898	Y	72416001	72426543	-	10543	0
ENSMUSG00000100299	Y	35789757	35790452	+	696	0
ENSMUSG00000101857	Y	72461052	72461747	-	696	0
ENSMUSG00000101127	Y	35818478	35819500	+	1023	0
ENSMUSG00000101836	Y	72646481	72647176	-	696	0
ENSMUSG00000102008	Y	72683478	72683792	-	315	0
ENSMUSG00000100869	Y	72830907	72831599	-	693	0
ENSMUSG00000101277	Y	72905796	72906473	-	678	0
ENSMUSG00000099371	Y	72979301	72979978	-	678	0
ENSMUSG00000102129	Y	73000430	73011083	-	10654	0
ENSMUSG00000100359	Y	73045713	73046408	-	696	0
ENSMUSG00000099495	Y	73250481	73251173	-	693	0
ENSMUSG00000101747	Y	73325104	73325781	-	678	0
ENSMUSG00000096650	Y	35850673	35876871	-	26199	0
ENSMUSG00000102058	Y	35936307	35939545	-	3239	0
ENSMUSG00000100034	Y	35971070	35974415	+	3346	0
ENSMUSG00000099589	Y	35980527	35981222	+	696	0
ENSMUSG00000100263	Y	36017393	36018007	+	615	0
ENSMUSG00000100379	Y	73349187	73359911	-	10725	0
ENSMUSG00000101575	Y	36046936	36047628	+	693	0
ENSMUSG00000101715	Y	73394553	73395248	-	696	0
ENSMUSG00000100785	Y	36120848	36121543	+	696	0
ENSMUSG00000101425	Y	73436584	73439822	+	3239	0
ENSMUSG00000100698	Y	73546804	73547499	-	696	0
ENSMUSG00000099822	Y	36228508	36231745	-	3238	0
ENSMUSG00000099547	Y	73618131	73618826	-	696	0
ENSMUSG00000101781	Y	36263746	36267089	+	3344	0
ENSMUSG00000101271	Y	36268499	36268813	+	315	0
ENSMUSG00000099504	Y	36305080	36305775	+	696	0
ENSMUSG00000099782	Y	73680584	73706755	+	26172	0
ENSMUSG00000101377	Y	36346482	36346928	-	447	0
ENSMUSG00000101038	Y	73771842	73772537	-	696	0
ENSMUSG00000101709	Y	36366108	36390780	-	24673	0
ENSMUSG00000100604	Y	73800413	73800724	-	312	0
ENSMUSG00000099554	Y	73837428	73840664	+	3237	0
ENSMUSG00000099814	Y	36451056	36454295	-	3240	0
ENSMUSG00000101757	Y	73948074	73948768	-	695	0
ENSMUSG00000100316	Y	36603548	36604243	+	696	0
ENSMUSG00000101284	Y	36632325	36633347	+	1023	0
ENSMUSG00000100179	Y	74022734	74023427	-	694	0
ENSMUSG00000100651	Y	36645064	36645510	-	447	0
ENSMUSG00000101933	Y	36664443	36690635	-	26193	0
ENSMUSG00000100647	Y	36749455	36752690	-	3236	0
ENSMUSG00000101815	Y	36785886	36789232	+	3347	0
ENSMUSG00000099685	Y	74044101	74054733	-	10633	0
ENSMUSG00000101538	Y	36795121	36795816	+	696	0
ENSMUSG00000100251	Y	74089372	74090068	-	697	0
ENSMUSG00000100983	Y	36831137	36831751	+	615	0
ENSMUSG00000101774	Y	74129821	74133059	+	3239	0
ENSMUSG00000101820	Y	36840242	36844291	-	4050	0
ENSMUSG00000100283	Y	36860659	36861354	+	696	0
ENSMUSG00000099883	Y	74237114	74237807	-	694	0
ENSMUSG00000099832	Y	36891289	36894627	+	3339	0
ENSMUSG00000100363	Y	74311469	74312164	-	696	0
ENSMUSG00000101246	Y	36896033	36896347	+	315	0
ENSMUSG00000100276	Y	74341229	74341843	-	615	0
ENSMUSG00000101382	Y	37026432	37027046	+	615	0
ENSMUSG00000101318	Y	74378056	74378751	-	696	0
ENSMUSG00000099967	Y	37038156	37039696	-	1541	0
ENSMUSG00000100805	Y	74419644	74422882	+	3239	0
ENSMUSG00000101161	Y	37055954	37056649	+	696	0
ENSMUSG00000100705	Y	37127875	37128570	+	696	0
ENSMUSG00000101528	Y	74481800	74508227	+	26428	0
ENSMUSG00000099661	Y	74569029	74569724	-	696	0
ENSMUSG00000101157	Y	37188765	37214948	-	26184	0
ENSMUSG00000099712	Y	37319397	37320092	+	696	0
ENSMUSG00000094507	Y	74635165	74636247	+	1083	0
ENSMUSG00000100115	Y	74647091	74647949	+	859	0
ENSMUSG00000099586	Y	37356291	37356905	+	615	0
ENSMUSG00002075716	Y	74760409	74760516	-	108	0
ENSMUSG00000100066	Y	37385825	37386520	+	696	0
ENSMUSG00000101881	Y	74800220	74800915	-	696	0
ENSMUSG00000101879	Y	37502673	37505910	-	3238	0
ENSMUSG00000101218	Y	74811466	74814396	+	2931	0
ENSMUSG00000099412	Y	37539682	37539996	+	315	0
ENSMUSG00002075673	Y	74922124	74922231	-	108	0
ENSMUSG00000101831	Y	37576237	37576932	+	696	0
ENSMUSG00000101128	Y	74961912	74962607	-	696	0
ENSMUSG00000101788	Y	75036649	75037353	-	705	0
ENSMUSG00000100428	Y	37637165	37661980	-	24816	0
ENSMUSG00000102087	Y	75066333	75066947	-	615	0
ENSMUSG00000099601	Y	37764182	37767528	+	3347	0
ENSMUSG00000101704	Y	37773407	37774102	+	696	0
ENSMUSG00000101428	Y	75103168	75103863	-	696	0
ENSMUSG00000101349	Y	37810308	37810922	+	615	0
ENSMUSG00000100140	Y	75145003	75148242	+	3240	0
ENSMUSG00000101710	Y	37839981	37840676	+	696	0
ENSMUSG00000094575	Y	37913156	37915490	+	2335	0
ENSMUSG00000101146	Y	75207125	75233327	+	26203	0
ENSMUSG00000099499	Y	75293574	75294269	-	696	0
ENSMUSG00000101213	Y	75330518	75330892	-	375	0
ENSMUSG00000100952	Y	38022387	38025625	-	3239	0
ENSMUSG00000099730	Y	38057568	38060910	+	3343	0
ENSMUSG00000099896	Y	75367611	75370847	+	3237	0
ENSMUSG00000101873	Y	38098866	38099480	+	615	0
ENSMUSG00000101980	Y	75476964	75477641	-	678	0
ENSMUSG00000100203	Y	38128360	38129055	+	696	0
ENSMUSG00000100669	Y	75550972	75551667	-	696	0
ENSMUSG00000099460	Y	38203093	38203788	+	696	0
ENSMUSG00000100260	Y	75580166	75580780	-	615	0
ENSMUSG00000100675	Y	75616961	75617299	-	339	0
ENSMUSG00000099807	Y	38295430	38298668	-	3239	0
ENSMUSG00000101435	Y	38331844	38335184	+	3341	0
ENSMUSG00000100544	Y	75664495	75667734	+	3240	0
ENSMUSG00000100883	Y	38369983	38370678	+	696	0
ENSMUSG00000100902	Y	75726591	75752818	+	26228	0
ENSMUSG00000100892	Y	38431406	38457583	-	26178	0
ENSMUSG00000100673	Y	75813201	75813896	-	696	0
ENSMUSG00000101050	Y	38516408	38519645	-	3238	0
ENSMUSG00000102025	Y	75850183	75850497	-	315	0
ENSMUSG00000099793	Y	38551562	38554905	+	3344	0
ENSMUSG00000099944	Y	75997997	75998692	-	696	0
ENSMUSG00000100226	Y	76072225	76072920	-	696	0
ENSMUSG00000100699	Y	38561027	38561722	+	696	0
ENSMUSG00000096438	Y	38575128	38576129	+	1002	0
ENSMUSG00000101957	Y	76101831	76102508	-	678	0
ENSMUSG00000101071	Y	76138763	76139455	-	693	0
ENSMUSG00000099351	Y	38599181	38599795	+	615	0
ENSMUSG00000099489	Y	38628676	38629368	+	693	0
ENSMUSG00000099425	Y	76243914	76270115	+	26202	0
ENSMUSG00000100845	Y	38702993	38703685	+	693	0
ENSMUSG00000101020	Y	76330429	76331148	-	720	0
ENSMUSG00000096275	Y	38730279	38754706	-	24428	0
ENSMUSG00000094404	Y	76389931	76391013	+	1083	0
ENSMUSG00000101408	Y	76512044	76512736	-	693	0
ENSMUSG00000101771	Y	38827980	38830343	-	2364	0
ENSMUSG00000100719	Y	38852738	38853263	-	526	0
ENSMUSG00000100643	Y	76586987	76587679	-	693	0
ENSMUSG00000101898	Y	76616719	76617333	-	615	0
ENSMUSG00000101740	Y	38890449	38892728	-	2280	0
ENSMUSG00000100050	Y	76653539	76653877	-	339	0
ENSMUSG00000101292	Y	39033735	39034427	+	693	0
ENSMUSG00000100588	Y	39114193	39117425	-	3233	0
ENSMUSG00000100708	Y	76772869	76798998	+	26130	0
ENSMUSG00000102050	Y	39299890	39300375	-	486	0
ENSMUSG00000101238	Y	76860450	76861145	-	696	0
ENSMUSG00000100406	Y	76897545	76897859	-	315	0
ENSMUSG00000099526	Y	76934608	76937847	+	3240	0
ENSMUSG00000101040	Y	39367166	39369445	+	2280	0
ENSMUSG00000100560	Y	77085302	77085997	-	696	0
ENSMUSG00000101272	Y	39406588	39407085	+	498	0
ENSMUSG00000101478	Y	77159999	77160691	-	693	0
ENSMUSG00000101633	Y	39459472	39459969	+	498	0
ENSMUSG00000101283	Y	77189641	77190255	-	615	0
ENSMUSG00000101727	Y	39545114	39569544	+	24431	0
ENSMUSG00000100907	Y	77226496	77227191	-	696	0
ENSMUSG00000101124	Y	39943632	39944326	-	695	0
ENSMUSG00000101960	Y	77268515	77271301	+	2787	0
ENSMUSG00000099723	Y	40060001	40067892	+	7892	0
ENSMUSG00000095179	Y	77330268	77356520	+	26253	0
ENSMUSG00000104381	Y	40144240	40147214	+	2975	0
ENSMUSG00000101917	Y	77417625	77418320	-	696	0
ENSMUSG00000101205	Y	77454469	77454783	-	315	0
ENSMUSG00000100526	Y	77456192	77459535	-	3344	0
ENSMUSG00000101785	Y	77488086	77493212	-	5127	0
ENSMUSG00000100149	Y	77490182	77492406	+	2225	0
ENSMUSG00000101602	Y	77507468	77518394	+	10927	0
ENSMUSG00000093895	Y	40246135	40272248	-	26114	0
ENSMUSG00000099953	Y	77578588	77579283	-	696	0
ENSMUSG00000100043	Y	40322851	40328096	+	5246	0
ENSMUSG00000102032	Y	77615500	77615814	-	315	0
ENSMUSG00000099786	Y	40323062	40325420	-	2359	0
ENSMUSG00000100823	Y	77617224	77620570	-	3347	0
ENSMUSG00000094354	Y	40335786	40336868	-	1083	0
ENSMUSG00000095725	Y	40346267	40346794	-	528	0
ENSMUSG00000099416	Y	77654946	77658183	+	3238	0
ENSMUSG00000100900	Y	40387263	40389627	-	2365	0
ENSMUSG00000095433	Y	40412088	40412615	-	528	0
ENSMUSG00000094647	Y	77704077	77730307	+	26231	0
ENSMUSG00000100508	Y	40449833	40452112	-	2280	0
ENSMUSG00000099646	Y	77762372	77763394	-	1023	0
ENSMUSG00000100771	Y	40521517	40522083	+	567	0
ENSMUSG00000101090	Y	40594038	40596403	-	2366	0
ENSMUSG00000099535	Y	77791417	77792112	-	696	0
ENSMUSG00000099606	Y	77828310	77828624	-	315	0
ENSMUSG00000100063	Y	77830030	77833373	-	3344	0
ENSMUSG00000100644	Y	40637391	40638086	+	696	0
ENSMUSG00002075449	Y	40639526	40639635	+	110	0
ENSMUSG00002074974	Y	40644083	40644192	+	110	0
ENSMUSG00000100722	Y	77865363	77868601	+	3239	0
ENSMUSG00000096898	Y	77972142	77974473	-	2332	0
ENSMUSG00000099379	Y	40689087	40692321	-	3235	0
ENSMUSG00000101017	Y	78046288	78046983	-	696	0
ENSMUSG00000100070	Y	40717850	40720213	-	2364	0
ENSMUSG00000100366	Y	78063273	78064814	+	1542	0
ENSMUSG00000096885	Y	40730568	40731110	-	543	0
ENSMUSG00000100888	Y	78075953	78076567	-	615	0
ENSMUSG00000100433	Y	78112774	78113469	-	696	0
ENSMUSG00000102111	Y	78158357	78168774	-	10418	0
ENSMUSG00000101060	Y	78162121	78165360	+	3240	0
ENSMUSG00000099792	Y	78224262	78250458	+	26197	0
ENSMUSG00000099497	Y	78334835	78335149	-	315	0
ENSMUSG00000099479	Y	78336563	78339904	-	3342	0
ENSMUSG00000101115	Y	78368078	78378548	-	10471	0
ENSMUSG00000100849	Y	78371897	78375134	+	3238	0
ENSMUSG00000095452	Y	40760259	40762701	+	2443	0
ENSMUSG00000101194	Y	78482527	78483222	-	696	0
ENSMUSG00000100797	Y	40798902	40799597	+	696	0
ENSMUSG00000099742	Y	78557175	78557510	-	336	0
ENSMUSG00000099645	Y	40860618	40890934	-	30317	0
ENSMUSG00000100999	Y	78584670	78585125	-	456	0
ENSMUSG00000101562	Y	78620665	78621003	-	339	0
ENSMUSG00000100091	Y	41198968	41229778	+	30811	0
ENSMUSG00000101321	Y	78643795	78668759	-	24965	0
ENSMUSG00000100649	Y	41294173	41294869	-	697	0
ENSMUSG00000100328	Y	78662528	78665322	+	2795	0
ENSMUSG00000100196	Y	41331079	41331774	-	696	0
ENSMUSG00000101098	Y	78772615	78773307	-	693	0
ENSMUSG00000099628	Y	41337782	41341116	-	3335	0
ENSMUSG00000096120	Y	41361843	41362385	+	543	0
ENSMUSG00000094739	Y	78846990	78849325	-	2336	0
ENSMUSG00000099897	Y	41372777	41375141	+	2365	0
ENSMUSG00000102071	Y	78876751	78877365	-	615	0
ENSMUSG00000100741	Y	78913583	78914278	-	696	0
ENSMUSG00000099785	Y	41401167	41403527	+	2361	0
ENSMUSG00000094071	Y	41574971	41599399	-	24429	0
ENSMUSG00000101804	Y	78939065	78942302	+	3238	0
ENSMUSG00000101536	Y	41722179	41724457	-	2279	0
ENSMUSG00000099621	Y	79085514	79086209	-	696	0
ENSMUSG00000099652	Y	41790672	41791230	+	559	0
ENSMUSG00000100737	Y	42035076	42035771	-	696	0
ENSMUSG00000095867	Y	79160058	79162391	-	2334	0
ENSMUSG00000100784	Y	79177139	79178681	+	1543	0
ENSMUSG00000099780	Y	42096900	42100131	+	3232	0
ENSMUSG00000101044	Y	79189819	79190433	-	615	0
ENSMUSG00000099849	Y	42414903	42418140	-	3238	0
ENSMUSG00000099670	Y	79226612	79227307	-	696	0
ENSMUSG00000100822	Y	42442989	42446223	-	3235	0
ENSMUSG00000099636	Y	79268762	79272014	+	3253	0
ENSMUSG00000101471	Y	42505428	42537595	-	32168	0
ENSMUSG00000101455	Y	42690697	42691392	-	696	0
ENSMUSG00000094746	Y	79330834	79356976	+	26143	0
ENSMUSG00000099700	Y	42726150	42726677	+	528	0
ENSMUSG00000100494	Y	79417319	79418014	-	696	0
ENSMUSG00000101811	Y	42788498	42789025	+	528	0
ENSMUSG00000101118	Y	79454229	79454543	-	315	0
ENSMUSG00000099833	Y	42887096	42911495	+	24400	0
ENSMUSG00000101748	Y	79601535	79602230	-	696	0
ENSMUSG00000101259	Y	79676144	79676839	-	696	0
ENSMUSG00000101247	Y	42930494	42930940	+	447	0
ENSMUSG00000100610	Y	79705984	79706597	-	614	0
ENSMUSG00000099408	Y	43002855	43006089	-	3235	0
ENSMUSG00000101197	Y	79742790	79743486	-	697	0
ENSMUSG00000101207	Y	43031744	43034976	-	3233	0
ENSMUSG00000102016	Y	79784719	79787514	+	2796	0
ENSMUSG00000099542	Y	43096647	43127121	-	30475	0
ENSMUSG00000101340	Y	79894869	79895564	-	696	0
ENSMUSG00000100107	Y	43326667	43327359	+	693	0
ENSMUSG00000099972	Y	79969655	79970350	-	696	0
ENSMUSG00000100051	Y	43406479	43409712	-	3234	0
ENSMUSG00000101733	Y	79996888	79997502	-	615	0
ENSMUSG00000102019	Y	80033702	80034397	-	696	0
ENSMUSG00000099977	Y	43758445	43760724	+	2280	0
ENSMUSG00000101465	Y	80083111	80086350	+	3240	0
ENSMUSG00000099415	Y	43797976	43798503	+	528	0
ENSMUSG00000100953	Y	43820606	43822969	+	2364	0
ENSMUSG00000096332	Y	43907507	43933594	+	26088	0
ENSMUSG00000095578	Y	80145048	80171244	+	26197	0
ENSMUSG00000099734	Y	80231342	80232037	-	696	0
ENSMUSG00000100693	Y	44109952	44113186	-	3235	0
ENSMUSG00000100723	Y	80250712	80251026	-	315	0
ENSMUSG00000101981	Y	80252441	80255782	-	3342	0
ENSMUSG00000099638	Y	44123469	44126701	-	3233	0
ENSMUSG00000100148	Y	80399838	80400533	-	696	0
ENSMUSG00000100756	Y	80474503	80475198	-	696	0
ENSMUSG00000099805	Y	80504296	80504909	-	614	0
ENSMUSG00000101070	Y	80541092	80541788	-	697	0
ENSMUSG00000100286	Y	80547675	80551023	-	3349	0
ENSMUSG00000094181	Y	44187468	44219789	-	32322	0
ENSMUSG00000101833	Y	80693080	80693772	-	693	0
ENSMUSG00000102081	Y	44303647	44304174	-	528	0
ENSMUSG00000101688	Y	80767608	80768303	-	696	0
ENSMUSG00000099679	Y	80797230	80797844	-	615	0
ENSMUSG00000102031	Y	44341258	44343536	-	2279	0
ENSMUSG00000099677	Y	80834027	80834722	-	696	0
ENSMUSG00000100925	Y	80840811	80844154	-	3344	0
ENSMUSG00000100408	Y	44409592	44410154	+	563	0
ENSMUSG00000100991	Y	44713325	44714020	-	696	0
ENSMUSG00000102116	Y	44773755	44782728	-	8974	0
ENSMUSG00000099740	Y	80938264	80964527	+	26264	0
ENSMUSG00000101637	Y	81024661	81025356	-	696	0
ENSMUSG00000101649	Y	44776352	44779241	+	2890	0
ENSMUSG00000100245	Y	81215067	81215762	-	696	0
ENSMUSG00000095353	Y	44935913	44936608	-	696	0
ENSMUSG00000100469	Y	81296249	81296944	-	696	0
ENSMUSG00000101802	Y	44999347	45002579	+	3233	0
ENSMUSG00000100821	Y	81325768	81326382	-	615	0
ENSMUSG00000101058	Y	81362608	81363303	-	696	0
ENSMUSG00000099790	Y	45181085	45184316	+	3232	0
ENSMUSG00000100187	Y	81407170	81410407	+	3238	0
ENSMUSG00000101594	Y	45340981	45341676	-	696	0
ENSMUSG00000099894	Y	81469276	81495356	+	26081	0
ENSMUSG00000100125	Y	81556348	81557043	-	696	0
ENSMUSG00000101962	Y	81630241	81633478	+	3238	0
ENSMUSG00000100978	Y	81735879	81736571	-	693	0
ENSMUSG00000100519	Y	81810559	81811236	-	678	0
ENSMUSG00000100598	Y	81843048	81843662	-	615	0
ENSMUSG00000100011	Y	45404305	45407537	+	3233	0
ENSMUSG00000100591	Y	81879866	81880561	-	696	0
ENSMUSG00000100879	Y	81886681	81890029	-	3349	0
ENSMUSG00000100974	Y	45708643	45709338	-	696	0
ENSMUSG00000101675	Y	45744076	45744603	+	528	0
ENSMUSG00000099480	Y	81921959	81925197	+	3239	0
ENSMUSG00000101914	Y	82030498	82031190	-	693	0
ENSMUSG00000099834	Y	82105080	82105774	-	695	0
ENSMUSG00000100499	Y	45767025	45769385	+	2361	0
ENSMUSG00000100298	Y	82121972	82123514	+	1543	0
ENSMUSG00000100256	Y	45806463	45806990	+	528	0
ENSMUSG00000101201	Y	82137211	82137825	-	615	0
ENSMUSG00000101003	Y	45829380	45831743	+	2364	0
ENSMUSG00000100438	Y	82174006	82174701	-	696	0
ENSMUSG00000100640	Y	45905005	45929408	+	24404	0
ENSMUSG00000100628	Y	46352193	46353290	-	1098	0
ENSMUSG00000100989	Y	46487189	46517631	+	30443	0
ENSMUSG00000101286	Y	82236496	82262688	+	26193	0
ENSMUSG00000100268	Y	82327836	82328531	-	696	0
ENSMUSG00000100003	Y	46579374	46582607	+	3234	0
ENSMUSG00000101343	Y	82356385	82356699	-	315	0
ENSMUSG00000101907	Y	82358114	82361457	-	3344	0
ENSMUSG00000099462	Y	46608269	46611503	+	3235	0
ENSMUSG00000100035	Y	82393458	82396694	+	3237	0
ENSMUSG00000101434	Y	46697502	46721894	-	24393	0
ENSMUSG00000101072	Y	82504227	82504922	-	696	0
ENSMUSG00000100061	Y	46732385	46732999	+	615	0
ENSMUSG00000100994	Y	82578781	82579476	-	696	0
ENSMUSG00000100611	Y	46762008	46762700	+	693	0
ENSMUSG00000100861	Y	82608559	82609173	-	615	0
ENSMUSG00000100317	Y	82645176	82645872	-	697	0
ENSMUSG00000101138	Y	46852250	46854613	-	2364	0
ENSMUSG00000101329	Y	82651759	82655107	-	3349	0
ENSMUSG00000100871	Y	46877022	46877549	-	528	0
ENSMUSG00000100532	Y	82686996	82690235	+	3240	0
ENSMUSG00000100716	Y	46914639	46916999	-	2361	0
ENSMUSG00000099374	Y	82798320	82799012	-	693	0
ENSMUSG00000100325	Y	46939447	46939974	-	528	0
ENSMUSG00000100882	Y	82872602	82873297	-	696	0
ENSMUSG00000100048	Y	46974892	46975587	+	696	0
ENSMUSG00000101772	Y	82902255	82902869	-	615	0
ENSMUSG00000099667	Y	82939007	82939702	-	696	0
ENSMUSG00000099789	Y	47256776	47259054	+	2279	0
ENSMUSG00000099593	Y	47296338	47296865	+	528	0
ENSMUSG00000099925	Y	83042216	83068570	+	26355	0
ENSMUSG00000101109	Y	47319171	47321535	+	2365	0
ENSMUSG00000101582	Y	83128900	83129595	-	696	0
ENSMUSG00000101541	Y	47362549	47363076	+	528	0
ENSMUSG00000101273	Y	83165909	83166223	-	315	0
ENSMUSG00000101508	Y	83202996	83206233	+	3238	0
ENSMUSG00000100339	Y	83299153	83299848	-	696	0
ENSMUSG00000094782	Y	47455569	47487599	+	32031	0
ENSMUSG00000099546	Y	83372955	83373650	-	696	0
ENSMUSG00000101884	Y	83402101	83402715	-	615	0
ENSMUSG00000100906	Y	83438978	83439672	-	695	0
ENSMUSG00000100852	Y	47549381	47552613	+	3233	0
ENSMUSG00000100092	Y	83548836	83562753	+	13918	0
ENSMUSG00000100284	Y	83628709	83629404	-	696	0
ENSMUSG00000099532	Y	47578323	47581558	+	3236	0
ENSMUSG00002075613	Y	83686611	83686718	-	108	0
ENSMUSG00000118466	Y	47671271	47689642	-	18372	0
ENSMUSG00000100986	Y	83726356	83727051	-	696	0
ENSMUSG00000102054	Y	47836541	47839774	-	3234	0
ENSMUSG00000101718	Y	83801140	83801835	-	696	0
ENSMUSG00002076259	Y	83823857	83823964	-	108	0
ENSMUSG00000101131	Y	47861421	47861948	-	528	0
ENSMUSG00000099736	Y	83863633	83864328	-	696	0
ENSMUSG00000099339	Y	47896836	47897531	+	696	0
ENSMUSG00000101657	Y	83938309	83939004	-	696	0
ENSMUSG00000100740	Y	83967972	83968586	-	615	0
ENSMUSG00000099674	Y	48190346	48192623	+	2278	0
ENSMUSG00000100718	Y	84004921	84005616	-	696	0
ENSMUSG00000101069	Y	48224625	48225152	+	528	0
ENSMUSG00000100407	Y	84046461	84049700	+	3240	0
ENSMUSG00000101653	Y	48316464	48348480	+	32017	0
ENSMUSG00000100423	Y	48410299	48413530	+	3232	0
ENSMUSG00000095153	Y	84108548	84134763	+	26216	0
ENSMUSG00000100946	Y	84194925	84195620	-	696	0
ENSMUSG00000100023	Y	48439224	48442459	+	3236	0
ENSMUSG00000101851	Y	84231869	84232183	-	315	0
ENSMUSG00000099915	Y	48532009	48558046	-	26038	0
ENSMUSG00000100086	Y	48599393	48600085	-	693	0
ENSMUSG00000100531	Y	84268910	84272146	+	3237	0
ENSMUSG00000099483	Y	84376824	84377519	-	696	0
ENSMUSG00000101310	Y	48674376	48675068	-	693	0
ENSMUSG00000101742	Y	84451538	84452233	-	696	0
ENSMUSG00000100646	Y	48704063	48704677	-	615	0
ENSMUSG00000100024	Y	84500372	84501049	-	678	0
ENSMUSG00000101200	Y	48740930	48741627	-	698	0
ENSMUSG00000099903	Y	48791655	48794894	+	3240	0
ENSMUSG00000094660	Y	84573841	84576176	-	2336	0
ENSMUSG00000101052	Y	84603101	84603715	-	615	0
ENSMUSG00000100881	Y	84639969	84640664	-	696	0
ENSMUSG00000101160	Y	84688856	84692095	+	3240	0
ENSMUSG00000100972	Y	48861106	48887226	+	26121	0
